0,14400,14600,305
1,14600,14800,2161
2,14800,15000,6030
3,15000,15200,14818
4,15200,15400,29524
5,15400,15600,52832
6,15600,15800,84494
7,15800,16000,124803
8,16000,16200,173385
9,16200,16400,227567
10,16400,16600,284371
11,16600,16800,342069
12,16800,17000,397113
13,17000,17200,447302
14,17200,17400,488497
15,17400,17600,521163
16,17600,17800,542148
17,17800,18000,551610
18,18000,18200,551673
19,18200,18400,540751
20,18400,18600,523309
21,18600,18800,495686
22,18800,19000,465349
23,19000,19200,429533
24,19200,19400,392312
25,19400,19600,351624
26,19600,19800,312995
27,19800,20000,274272
28,20000,20200,237961
29,20200,20400,205187
30,20400,20600,174965
31,20600,20800,146306
32,20800,21000,121842
33,21000,21200,100921
34,21200,21400,82245
35,21400,21600,66137
36,21600,21800,53488
37,21800,22000,42150
38,22000,22200,33389
39,22200,22400,25931
40,22400,22600,20400
41,22600,22800,15620
42,22800,23000,11869
43,23000,23200,8934
44,23200,23400,6779
45,23400,23600,5039
46,23600,23800,3846
47,23800,24000,2711
48,24000,24200,1974
49,24200,24400,1403
50,24400,24600,984
51,24600,24800,681
52,24800,25000,499
53,25000,25200,366
54,25200,25400,240
55,25400,25600,150
56,25600,25800,94
57,25800,26000,76
58,26000,26200,40
59,26200,26400,29
60,26400,26600,20
61,26600,26800,7
62,26800,27000,9
63,27000,27200,5
64,27200,27400,1
65,27400,27600,1
66,27600,27800,2
67,27800,28000,2
68,28000,28200,0
69,28200,28400,0
70,28400,28600,1
avg,18381.977937
std dev,1457.110268
